Date_Time,Traffic,Day,Month
12/26/2015 8:00,10,Sat,Dec
12/27/2015 8:00,9,Sun,Dec
12/28/2015 8:00,15,Mon,Dec
12/29/2015 8:00,16,Tue,Dec
12/30/2015 8:00,16,Wed,Dec
12/31/2015 8:00,13,Thu,Dec
1/1/2016 8:00,9,Fri,Jan
1/2/2016 8:00,9,Sat,Jan
1/3/2016 8:00,9,Sun,Jan
1/4/2016 8:00,19,Mon,Jan
1/5/2016 8:00,20,Tue,Jan
1/6/2016 8:00,19,Wed,Jan
1/7/2016 8:00,20,Thu,Jan
1/8/2016 8:00,14,Fri,Jan
1/9/2016 8:00,14,Sat,Jan
1/10/2016 8:00,11,Sun,Jan
1/11/2016 8:00,13,Mon,Jan
1/12/2016 8:00,21,Tue,Jan
1/13/2016 8:00,18,Wed,Jan
1/14/2016 8:00,15,Thu,Jan
1/15/2016 8:00,18,Fri,Jan
1/16/2016 8:00,13,Sat,Jan
1/17/2016 8:00,16,Sun,Jan
1/18/2016 8:00,22,Mon,Jan
1/19/2016 8:00,24,Tue,Jan
1/20/2016 8:00,21,Wed,Jan
1/21/2016 8:00,21,Thu,Jan
1/22/2016 8:00,20,Fri,Jan
1/23/2016 8:00,15,Sat,Jan
1/24/2016 8:00,12,Sun,Jan
1/25/2016 8:00,19,Mon,Jan
1/26/2016 8:00,17,Tue,Jan
1/27/2016 8:00,19,Wed,Jan
1/28/2016 8:00,21,Thu,Jan
1/29/2016 8:00,18,Fri,Jan
1/30/2016 8:00,16,Sat,Jan
1/31/2016 8:00,13,Sun,Jan
2/1/2016 8:00,19,Mon,Feb 
2/2/2016 8:00,19,Tue,Feb 
2/3/2016 8:00,22,Wed,Feb
2/4/2016 8:00,17,Thu,Feb
2/5/2016 8:00,19,Fri,Feb
2/6/2016 8:00,13,Sat,Feb
2/7/2016 8:00,13,Sun,Feb
2/8/2016 8:00,21,Mon,Feb
2/9/2016 8:00,23,Tue,Feb
2/10/2016 8:00,20,Wed,Feb
2/11/2016 8:00,21,Thu,Feb
2/12/2016 8:00,26,Fri,Feb
2/13/2016 8:00,17,Sat,Feb
2/14/2016 8:00,16,Sun,Feb
2/15/2016 8:00,23,Mon,Feb
2/16/2016 8:00,23,Tue,Feb
2/17/2016 8:00,22,Wed,Feb
2/18/2016 8:00,28,Thu,Feb
2/19/2016 8:00,22,Fri,Feb
2/20/2016 8:00,17,Sat,Feb
2/21/2016 8:00,16,Sun,Feb
2/22/2016 8:00,22,Mon,Feb
2/23/2016 8:00,19,Tue,Feb
2/24/2016 8:00,28,Wed,Feb
2/25/2016 8:00,28,Thu,Feb
2/26/2016 8:00,25,Fri,Feb
2/27/2016 8:00,20,Sat,Feb
2/28/2016 8:00,16,Sun,Feb
2/29/2016 8:00,36,Mon,Feb
3/1/2016 8:00,33,Tue,Mar
3/2/2016 8:00,27,Wed,Mar
3/3/2016 8:00,24,Thu,Mar
3/4/2016 8:00,21,Fri,Mar
3/5/2016 8:00,23,Sat,Mar
3/6/2016 8:00,17,Sun,Mar
3/7/2016 8:00,24,Mon,Mar
3/8/2016 8:00,22,Tue,Mar
3/9/2016 8:00,25,Wed,Mar
3/10/2016 8:00,23,Thu,Mar
3/11/2016 8:00,23,Fri,Mar
3/12/2016 8:00,18,Sat,Mar
3/13/2016 8:00,18,Sun,Mar
3/14/2016 8:00,22,Mon,Mar
3/15/2016 8:00,24,Tue,Mar
3/16/2016 8:00,25,Wed,Mar
3/17/2016 8:00,24,Thu,Mar
3/18/2016 8:00,20,Fri,Mar
3/19/2016 8:00,19,Sat,Mar
3/20/2016 8:00,15,Sun,Mar
3/21/2016 8:00,21,Mon,Mar
3/22/2016 8:00,28,Tue,Mar
3/23/2016 8:00,23,Wed,Mar
3/24/2016 8:00,19,Thu,Mar
3/25/2016 8:00,16,Fri,Mar
3/26/2016 8:00,17,Sat,Mar
3/27/2016 8:00,16,Sun,Mar
3/28/2016 8:00,21,Mon,Mar
3/29/2016 8:00,25,Tue,Mar
3/30/2016 8:00,25,Wed,Mar
3/31/2016 8:00,25,Thu,Mar
4/1/2016 8:00,23,Fri,Apr
4/2/2016 8:00,17,Sat,Apr
4/3/2016 8:00,17,Sun,Apr
4/4/2016 8:00,27,Mon,Apr
4/5/2016 8:00,29,Tue,Apr
4/6/2016 8:00,21,Wed,Apr
4/7/2016 8:00,23,Thu,Apr
4/8/2016 8:00,20,Fri,Apr
4/9/2016 8:00,17,Sat,Apr
4/10/2016 8:00,16,Sun,Apr
4/11/2016 8:00,21,Mon,Apr
4/12/2016 8:00,25,Tue,Apr
4/13/2016 8:00,24,Wed,Apr
4/14/2016 8:00,21,Thu,Apr
4/15/2016 8:00,20,Fri,Apr
4/16/2016 8:00,15,Sat,Apr
4/17/2016 8:00,20,Sun,Apr
4/18/2016 8:00,26,Mon,Apr
4/19/2016 8:00,32,Tue,Apr
4/20/2016 8:00,25,Wed,Apr
4/21/2016 8:00,21,Thu,Apr
4/22/2016 8:00,20,Fri,Apr
4/23/2016 8:00,18,Sat,Apr
4/24/2016 8:00,18,Sun,Apr
4/25/2016 8:00,29,Mon,Apr
4/26/2016 8:00,26,Tue,Apr
4/27/2016 8:00,27,Wed,Apr
4/28/2016 8:00,27,Thu,Apr
4/29/2016 8:00,27,Fri,Apr
4/30/2016 8:00,21,Sat,Apr
5/1/2016 8:00,18,Sun,May
5/2/2016 8:00,25,Mon,May
5/3/2016 8:00,24,Tue,May
5/4/2016 8:00,25,Wed,May
5/5/2016 8:00,25,Thu,May
5/6/2016 8:00,34,Fri,May
5/7/2016 8:00,20,Sat,May
5/8/2016 8:00,29,Sun,May
5/9/2016 8:00,28,Mon,May
5/10/2016 8:00,27,Tue,May
5/11/2016 8:00,27,Wed,May
5/12/2016 8:00,30,Thu,May
5/13/2016 8:00,27,Fri,May
5/14/2016 8:00,24,Sat,May
5/15/2016 8:00,16,Sun,May
5/16/2016 8:00,24,Mon,May
5/17/2016 8:00,31,Tue,May
5/18/2016 8:00,25,Wed,May
5/19/2016 8:00,24,Thu,May
5/20/2016 8:00,35,Fri,May
5/21/2016 8:00,21,Sat,May
5/22/2016 8:00,17,Sun,May
5/23/2016 8:00,24,Mon,May
5/24/2016 8:00,29,Tue,May
5/25/2016 8:00,31,Wed,May
5/26/2016 8:00,27,Thu,May
5/27/2016 8:00,29,Fri,May
5/28/2016 8:00,20,Sat,May
5/29/2016 8:00,20,Sun,May
5/30/2016 8:00,27,Mon,May
5/31/2016 8:00,22,Tue,May
6/1/2016 8:00,27,Wed,Jun
6/2/2016 8:00,24,Thu,Jun
6/3/2016 8:00,26,Fri,Jun
6/4/2016 8:00,21,Sat,Jun
6/5/2016 8:00,20,Sun,Jun
6/6/2016 8:00,33,Mon,Jun
6/7/2016 8:00,26,Tue,Jun
6/8/2016 8:00,29,Wed,Jun
6/9/2016 8:00,28,Thu,Jun
6/10/2016 8:00,22,Fri,Jun
6/11/2016 8:00,19,Sat,Jun
6/12/2016 8:00,18,Sun,Jun
6/13/2016 8:00,23,Mon,Jun
6/14/2016 8:00,25,Tue,Jun
6/15/2016 8:00,25,Wed,Jun
6/16/2016 8:00,27,Thu,Jun
6/17/2016 8:00,27,Fri,Jun
6/18/2016 8:00,22,Sat,Jun
6/19/2016 8:00,19,Sun,Jun
6/20/2016 8:00,24,Mon,Jun
6/21/2016 8:00,33,Tue,Jun
6/22/2016 8:00,33,Wed,Jun
6/23/2016 8:00,28,Thu,Jun
6/24/2016 8:00,27,Fri,Jun
6/25/2016 8:00,17,Sat,Jun
6/26/2016 8:00,21,Sun,Jun
6/27/2016 8:00,27,Mon,Jun
6/28/2016 8:00,31,Tue,Jun
6/29/2016 8:00,30,Wed,Jun
6/30/2016 8:00,30,Thu,Jun
7/1/2016 8:00,29,Fri,Jul
7/2/2016 8:00,20,Sat,Jul
7/3/2016 8:00,15,Sun,Jul
7/4/2016 8:00,23,Mon,Jul
7/5/2016 8:00,25,Tue,Jul
7/6/2016 8:00,23,Wed,Jul
7/7/2016 8:00,23,Thu,Jul
7/8/2016 8:00,25,Fri,Jul
7/9/2016 8:00,23,Sat,Jul
7/10/2016 8:00,20,Sun,Jul
7/11/2016 8:00,28,Mon,Jul
7/12/2016 8:00,30,Tue,Jul
7/13/2016 8:00,32,Wed,Jul
7/14/2016 8:00,32,Thu,Jul
7/15/2016 8:00,31,Fri,Jul
7/16/2016 8:00,20,Sat,Jul
7/17/2016 8:00,21,Sun,Jul
7/18/2016 8:00,26,Mon,Jul
7/19/2016 8:00,32,Tue,Jul
7/20/2016 8:00,37,Wed,Jul
7/21/2016 8:00,30,Thu,Jul
7/22/2016 8:00,31,Fri,Jul
7/23/2016 8:00,24,Sat,Jul
7/24/2016 8:00,19,Sun,Jul
7/25/2016 8:00,31,Mon,Jul
7/26/2016 8:00,33,Tue,Jul
7/27/2016 8:00,29,Wed,Jul
7/28/2016 8:00,29,Thu,Jul
7/29/2016 8:00,30,Fri,Jul
7/30/2016 8:00,19,Sat,Jul
7/31/2016 8:00,22,Sun,Jul
8/1/2016 8:00,31,Mon,Aug
8/2/2016 8:00,33,Tue,Aug
8/3/2016 8:00,35,Wed,Aug
8/4/2016 8:00,38,Thu,Aug
8/5/2016 8:00,32,Fri,Aug
8/6/2016 8:00,23,Sat,Aug
8/7/2016 8:00,20,Sun,Aug
8/8/2016 8:00,31,Mon,Aug
8/9/2016 8:00,36,Tue,Aug
8/10/2016 8:00,35,Wed,Aug
8/11/2016 8:00,31,Thu,Aug
8/12/2016 8:00,34,Fri,Aug
8/13/2016 8:00,19,Sat,Aug
8/14/2016 8:00,23,Sun,Aug
8/15/2016 8:00,26,Mon,Aug
8/16/2016 8:00,31,Tue,Aug
8/17/2016 8:00,31,Wed,Aug
8/18/2016 8:00,31,Thu,Aug
8/19/2016 8:00,32,Fri,Aug
8/20/2016 8:00,20,Sat,Aug
8/21/2016 8:00,17,Sun,Aug
8/22/2016 8:00,31,Mon,Aug
8/23/2016 8:00,34,Tue,Aug
8/24/2016 8:00,34,Wed,Aug
8/25/2016 8:00,35,Thu,Aug
8/26/2016 8:00,33,Fri,Aug
8/27/2016 8:00,22,Sat,Aug
8/28/2016 8:00,22,Sun,Aug
8/29/2016 8:00,34,Mon,Aug
8/30/2016 8:00,33,Tue,Aug
8/31/2016 8:00,34,Wed,Aug
9/1/2016 8:00,34,Thu,Sep
9/2/2016 8:00,37,Fri,Sep
9/3/2016 8:00,23,Sat,Sep
9/4/2016 8:00,23,Sun,Sep
9/5/2016 8:00,29,Mon,Sep
9/6/2016 8:00,34,Tue,Sep
9/7/2016 8:00,34,Wed,Sep
9/8/2016 8:00,33,Thu,Sep
9/9/2016 8:00,38,Fri,Sep
9/10/2016 8:00,26,Sat,Sep
9/11/2016 8:00,28,Sun,Sep
9/12/2016 8:00,32,Mon,Sep
9/13/2016 8:00,38,Tue,Sep
9/14/2016 8:00,36,Wed,Sep
9/15/2016 8:00,30,Thu,Sep
9/16/2016 8:00,32,Fri,Sep
9/17/2016 8:00,40,Sat,Sep
9/18/2016 8:00,30,Sun,Sep
9/19/2016 8:00,38,Mon,Sep
9/20/2016 8:00,41,Tue,Sep
9/21/2016 8:00,43,Wed,Sep
9/22/2016 8:00,42,Thu,Sep
9/23/2016 8:00,42,Fri,Sep
9/24/2016 8:00,32,Sat,Sep
9/25/2016 8:00,30,Sun,Sep
9/26/2016 8:00,43,Mon,Sep
9/27/2016 8:00,37,Tue,Sep
9/28/2016 8:00,40,Wed,Sep
9/29/2016 8:00,40,Thu,Sep
9/30/2016 8:00,38,Fri,Sep
10/1/2016 8:00,31,Sat,Oct
10/2/2016 8:00,29,Sun,Oct
10/3/2016 8:00,39,Mon,Oct
10/4/2016 8:00,47,Tue,Oct
10/5/2016 8:00,42,Wed,Oct
10/6/2016 8:00,41,Thu,Oct
10/7/2016 8:00,39,Fri,Oct
10/8/2016 8:00,28,Sat,Oct
10/9/2016 8:00,25,Sun,Oct
10/10/2016 8:00,34,Mon,Oct
10/11/2016 8:00,38,Tue,Oct
10/12/2016 8:00,41,Wed,Oct
10/13/2016 8:00,45,Thu,Oct
10/14/2016 8:00,41,Fri,Oct
10/15/2016 8:00,28,Sat,Oct
10/16/2016 8:00,31,Sun,Oct
10/17/2016 8:00,40,Mon,Oct
10/18/2016 8:00,42,Tue,Oct
10/19/2016 8:00,41,Wed,Oct
10/20/2016 8:00,41,Thu,Oct
10/21/2016 8:00,41,Fri,Oct
10/22/2016 8:00,29,Sat,Oct
10/23/2016 8:00,29,Sun,Oct
10/24/2016 8:00,37,Mon,Oct
10/25/2016 8:00,44,Tue,Oct
10/26/2016 8:00,44,Wed,Oct
10/27/2016 8:00,51,Thu,Oct
10/28/2016 8:00,41,Fri,Oct
10/29/2016 8:00,30,Sat,Oct
10/30/2016 8:00,30,Sun,Oct
10/31/2016 8:00,37,Mon,Oct
11/1/2016 8:00,45,Tue,Nov
11/2/2016 8:00,43,Wed,Nov
11/3/2016 8:00,42,Thu,Nov
11/4/2016 8:00,38,Fri,Nov
11/5/2016 8:00,31,Sat,Nov
11/6/2016 8:00,30,Sun,Nov
11/7/2016 8:00,44,Mon,Nov
11/8/2016 8:00,46,Tue,Nov
11/9/2016 8:00,36,Wed,Nov
11/10/2016 8:00,37,Thu,Nov
11/11/2016 8:00,39,Fri,Nov
11/12/2016 8:00,28,Sat,Nov
11/13/2016 8:00,31,Sun,Nov
11/14/2016 8:00,44,Mon,Nov
11/15/2016 8:00,44,Tue,Nov
11/16/2016 8:00,44,Wed,Nov
11/17/2016 8:00,43,Thu,Nov
11/18/2016 8:00,41,Fri,Nov
11/19/2016 8:00,31,Sat,Nov
11/20/2016 8:00,31,Sun,Nov
11/21/2016 8:00,46,Mon,Nov
11/22/2016 8:00,47,Tue,Nov
11/23/2016 8:00,44,Wed,Nov
11/24/2016 8:00,41,Thu,Nov
11/25/2016 8:00,42,Fri,Nov
11/26/2016 8:00,31,Sat,Nov
11/27/2016 8:00,33,Sun,Nov
11/28/2016 8:00,45,Mon,Nov
11/29/2016 8:00,42,Tue,Nov
11/30/2016 8:00,47,Wed,Nov
12/1/2016 8:00,53,Thu,Dec
12/2/2016 8:00,49,Fri,Dec
12/3/2016 8:00,43,Sat,Dec
12/4/2016 8:00,31,Sun,Dec
12/5/2016 8:00,42,Mon,Dec
12/6/2016 8:00,50,Tue,Dec
12/7/2016 8:00,50,Wed,Dec
12/8/2016 8:00,47,Thu,Dec
12/9/2016 8:00,39,Fri,Dec
12/10/2016 8:00,40,Sat,Dec
12/11/2016 8:00,32,Sun,Dec
12/12/2016 8:00,40,Mon,Dec
12/13/2016 8:00,43,Tue,Dec
12/14/2016 8:00,41,Wed,Dec
12/15/2016 8:00,46,Thu,Dec
12/16/2016 8:00,41,Fri,Dec
12/17/2016 8:00,31,Sat,Dec
12/18/2016 8:00,27,Sun,Dec
12/19/2016 8:00,41,Mon,Dec
12/20/2016 8:00,45,Tue,Dec
12/21/2016 8:00,44,Wed,Dec
12/22/2016 8:00,45,Thu,Dec
12/23/2016 8:00,38,Fri,Dec
12/24/2016 8:00,22,Sat,Dec
12/25/2016 8:00,20,Sun,Dec
12/26/2016 8:00,32,Mon,Dec
12/27/2016 8:00,39,Tue,Dec
12/28/2016 8:00,40,Wed,Dec
12/29/2016 8:00,39,Thu,Dec
12/30/2016 8:00,35,Fri,Dec
12/31/2016 8:00,26,Sat,Dec
1/1/2017 8:00,20,Sun,Jan
1/2/2017 8:00,31,Mon,Jan
1/3/2017 8:00,43,Tue,Jan
1/4/2017 8:00,42,Wed,Jan
1/5/2017 8:00,40,Thu,Jan
1/6/2017 8:00,40,Fri,Jan
1/7/2017 8:00,29,Sat,Jan
1/8/2017 8:00,29,Sun,Jan
1/9/2017 8:00,54,Mon,Jan
1/10/2017 8:00,53,Tue,Jan
1/11/2017 8:00,49,Wed,Jan
1/12/2017 8:00,46,Thu,Jan
1/13/2017 8:00,45,Fri,Jan
1/14/2017 8:00,27,Sat,Jan
1/15/2017 8:00,30,Sun,Jan
1/16/2017 8:00,42,Mon,Jan
1/17/2017 8:00,55,Tue,Jan
1/18/2017 8:00,57,Wed,Jan
1/19/2017 8:00,51,Thu,Jan
1/20/2017 8:00,50,Fri,Jan
1/21/2017 8:00,47,Sat,Jan
1/22/2017 8:00,34,Sun,Jan
1/23/2017 8:00,50,Mon,Jan
1/24/2017 8:00,52,Tue,Jan
1/25/2017 8:00,48,Wed,Jan
1/26/2017 8:00,37,Thu,Jan
1/27/2017 8:00,41,Fri,Jan
1/28/2017 8:00,31,Sat,Jan
1/29/2017 8:00,36,Sun,Jan
1/30/2017 8:00,59,Mon,Jan
1/31/2017 8:00,53,Tue,Jan
2/1/2017 8:00,48,Wed,Feb 
2/2/2017 8:00,53,Thu,Feb 
2/3/2017 8:00,55,Fri,Feb
2/4/2017 8:00,39,Sat,Feb
2/5/2017 8:00,34,Sun,Feb
2/6/2017 8:00,45,Mon,Feb
2/7/2017 8:00,55,Tue,Feb
2/8/2017 8:00,51,Wed,Feb
2/9/2017 8:00,50,Thu,Feb
2/10/2017 8:00,51,Fri,Feb
2/11/2017 8:00,30,Sat,Feb
2/12/2017 8:00,31,Sun,Feb
2/13/2017 8:00,46,Mon,Feb
2/14/2017 8:00,46,Tue,Feb
2/15/2017 8:00,45,Wed,Feb
2/16/2017 8:00,48,Thu,Feb
2/17/2017 8:00,42,Fri,Feb
2/18/2017 8:00,42,Sat,Feb
2/19/2017 8:00,35,Sun,Feb
2/20/2017 8:00,46,Mon,Feb
2/21/2017 8:00,54,Tue,Feb
2/22/2017 8:00,50,Wed,Feb
2/23/2017 8:00,52,Thu,Feb
2/24/2017 8:00,46,Fri,Feb
2/25/2017 8:00,36,Sat,Feb
2/26/2017 8:00,36,Sun,Feb
2/27/2017 8:00,49,Mon,Feb
2/28/2017 8:00,49,Tue,Feb
3/1/2017 8:00,50,Wed,Mar
3/2/2017 8:00,53,Thu,Mar
3/3/2017 8:00,48,Fri,Mar
3/4/2017 8:00,38,Sat,Mar
3/5/2017 8:00,35,Sun,Mar
3/6/2017 8:00,52,Mon,Mar
3/7/2017 8:00,48,Tue,Mar
3/8/2017 8:00,48,Wed,Mar
3/9/2017 8:00,53,Thu,Mar
3/10/2017 8:00,51,Fri,Mar
3/11/2017 8:00,37,Sat,Mar
3/12/2017 8:00,34,Sun,Mar
3/13/2017 8:00,49,Mon,Mar
3/14/2017 8:00,49,Tue,Mar
3/15/2017 8:00,51,Wed,Mar
3/16/2017 8:00,57,Thu,Mar
3/17/2017 8:00,46,Fri,Mar
3/18/2017 8:00,34,Sat,Mar
3/19/2017 8:00,42,Sun,Mar
3/20/2017 8:00,55,Mon,Mar
3/21/2017 8:00,58,Tue,Mar
3/22/2017 8:00,55,Wed,Mar
3/23/2017 8:00,53,Thu,Mar
3/24/2017 8:00,52,Fri,Mar
3/25/2017 8:00,45,Sat,Mar
3/26/2017 8:00,38,Sun,Mar
3/27/2017 8:00,49,Mon,Mar
3/28/2017 8:00,58,Tue,Mar
3/29/2017 8:00,53,Wed,Mar
3/30/2017 8:00,57,Thu,Mar
3/31/2017 8:00,48,Fri,Mar
4/1/2017 8:00,36,Sat,Apr
4/2/2017 8:00,34,Sun,Apr
4/3/2017 8:00,50,Mon,Apr
4/4/2017 8:00,55,Tue,Apr
4/5/2017 8:00,66,Wed,Apr
4/6/2017 8:00,56,Thu,Apr
4/7/2017 8:00,53,Fri,Apr
4/8/2017 8:00,35,Sat,Apr
4/9/2017 8:00,43,Sun,Apr
4/10/2017 8:00,51,Mon,Apr
4/11/2017 8:00,54,Tue,Apr
4/12/2017 8:00,53,Wed,Apr
4/13/2017 8:00,50,Thu,Apr
4/14/2017 8:00,43,Fri,Apr
4/15/2017 8:00,36,Sat,Apr
4/16/2017 8:00,36,Sun,Apr
4/17/2017 8:00,49,Mon,Apr
4/18/2017 8:00,54,Tue,Apr
4/19/2017 8:00,55,Wed,Apr
4/20/2017 8:00,54,Thu,Apr
4/21/2017 8:00,50,Fri,Apr
4/22/2017 8:00,38,Sat,Apr
4/23/2017 8:00,39,Sun,Apr
4/24/2017 8:00,57,Mon,Apr
4/25/2017 8:00,57,Tue,Apr
4/26/2017 8:00,54,Wed,Apr
4/27/2017 8:00,53,Thu,Apr
4/28/2017 8:00,47,Fri,Apr
4/29/2017 8:00,35,Sat,Apr
4/30/2017 8:00,37,Sun,Apr
5/1/2017 8:00,45,Mon,May
5/2/2017 8:00,53,Tue,May
5/3/2017 8:00,55,Wed,May
5/4/2017 8:00,49,Thu,May
5/5/2017 8:00,54,Fri,May
5/6/2017 8:00,35,Sat,May
5/7/2017 8:00,33,Sun,May
5/8/2017 8:00,53,Mon,May
5/9/2017 8:00,53,Tue,May
5/10/2017 8:00,56,Wed,May
5/11/2017 8:00,52,Thu,May
5/12/2017 8:00,60,Fri,May
5/13/2017 8:00,38,Sat,May
5/14/2017 8:00,36,Sun,May
5/15/2017 8:00,52,Mon,May
5/16/2017 8:00,54,Tue,May
5/17/2017 8:00,55,Wed,May
5/18/2017 8:00,53,Thu,May
5/19/2017 8:00,59,Fri,May
5/20/2017 8:00,36,Sat,May
5/21/2017 8:00,37,Sun,May
5/22/2017 8:00,59,Mon,May
5/23/2017 8:00,63,Tue,May
5/24/2017 8:00,62,Wed,May
5/25/2017 8:00,59,Thu,May
5/26/2017 8:00,61,Fri,May
5/27/2017 8:00,45,Sat,May
5/28/2017 8:00,38,Sun,May
5/29/2017 8:00,54,Mon,May
5/30/2017 8:00,58,Tue,May
5/31/2017 8:00,62,Wed,May
6/1/2017 8:00,55,Thu,Jun
6/2/2017 8:00,62,Fri,Jun
6/3/2017 8:00,47,Sat,Jun
6/4/2017 8:00,33,Sun,Jun
6/5/2017 8:00,56,Mon,Jun
6/6/2017 8:00,61,Tue,Jun
6/7/2017 8:00,67,Wed,Jun
6/8/2017 8:00,58,Thu,Jun
6/9/2017 8:00,54,Fri,Jun
6/10/2017 8:00,42,Sat,Jun
6/11/2017 8:00,38,Sun,Jun
6/12/2017 8:00,56,Mon,Jun
6/13/2017 8:00,63,Tue,Jun
6/14/2017 8:00,58,Wed,Jun
6/15/2017 8:00,58,Thu,Jun
6/16/2017 8:00,52,Fri,Jun
6/17/2017 8:00,40,Sat,Jun
6/18/2017 8:00,35,Sun,Jun
6/19/2017 8:00,54,Mon,Jun
6/20/2017 8:00,60,Tue,Jun
6/21/2017 8:00,60,Wed,Jun
6/22/2017 8:00,58,Thu,Jun
6/23/2017 8:00,61,Fri,Jun
6/24/2017 8:00,38,Sat,Jun
6/25/2017 8:00,37,Sun,Jun
6/26/2017 8:00,55,Mon,Jun
6/27/2017 8:00,62,Tue,Jun
6/28/2017 8:00,59,Wed,Jun
6/29/2017 8:00,55,Thu,Jun
6/30/2017 8:00,57,Fri,Jun
